p,E[N],E[T]

0.01,0.06051342281879195,4.055083580845979
0.02,0.12247315436241611,4.125895985915254
0.03,0.18645302013422818,4.188360005120983
0.04,0.2525234899328859,4.260586851111153
0.05,0.3203557046979866,4.318659675416123
0.060000000000000005,0.38728187919463086,4.37796105559647
0.07,0.45591610738255034,4.459956258654575
0.08,0.527503355704698,4.534395667805939
0.09,0.5994328859060403,4.622886217925733
0.09999999999999999,0.6694127516778523,4.69074762382774
0.10999999999999999,0.752486577181208,4.778685928824959
0.11999999999999998,0.8233657718120805,4.862651640041102
0.12999999999999998,0.9010100671140939,4.948629643963572
0.13999999999999999,0.978755033557047,5.040578806094287
0.15,1.0620268456375839,5.1351835684418505
0.16,1.1400536912751678,5.226913895068092
0.17,1.2240402684563758,5.325550919195902
0.18000000000000002,1.302023489932886,5.420193932606136
0.19000000000000003,1.390734899328859,5.5295199273355635
0.20000000000000004,1.478489932885906,5.6471947437453265
0.21000000000000005,1.5753456375838926,5.78014140296113
0.22000000000000006,1.6578691275167785,5.901746463741415
0.23000000000000007,1.7564463087248323,6.049102657362946
0.24000000000000007,1.8599127516778524,6.209829405050927
0.25000000000000006,1.957271812080537,6.341249733568599
0.26000000000000006,2.078510067114094,6.522529829735889
0.2700000000000001,2.1630503355704698,6.658516319937333
0.2800000000000001,2.3043523489932887,6.908028648552704
0.2900000000000001,2.4189697986577183,7.08254783145374
0.3000000000000001,2.5731778523489934,7.367505107313101
0.3100000000000001,2.7078187919463086,7.579003140287126
0.3200000000000001,2.875409395973154,7.901567124852867
0.3300000000000001,3.031177852348993,8.173555682844286
0.34000000000000014,3.2155536912751677,8.525667377279245
0.35000000000000014,3.4279832214765102,8.95483199262394
0.36000000000000015,3.6856107382550336,9.411191746409594
0.37000000000000016,3.9685872483221476,9.96325905583819
0.38000000000000017,4.234426174496645,10.463186967333899
0.3900000000000002,4.629744966442953,11.26652167149984
0.4000000000000002,5.047251677852349,12.034111730646716
0.4100000000000002,5.76056711409396,13.506516875930314
0.4200000000000002,6.177694630872483,14.275413463166313
0.4300000000000002,7.1079731543624165,16.149800133739504
0.4400000000000002,8.29671812080537,18.585139496999314
0.45000000000000023,10.026506711409397,22.077035520221052
0.46000000000000024,12.234902684563759,26.31285537546394
0.47000000000000025,16.56302013422819,35.12230561756248
0.48000000000000026,24.510244966442954,50.857285160369244
0.49000000000000027,49.02053691275168,99.9247603628438
0.5000000000000002,439.8007751677852,593.4326656529228
