Response Time
6
5
8
10
7
22
33
3
14
29
32
38
41
4
4
4
2
3
2
4
4
5
3
2
4
19
2
32
34
3
9
3
2
4
9
2
13
4
4
6
11
4
6
6
2
5
2
3
3
11
16
27
2
45
2
84
86
3
3
2
2
4
2
99
4
2
106
108
3
112
123
126
3
130
132
141
2
147
150
2
154
2
157
7
6
6
6
5
11
2
16
392
399
2
403
2
406
4
5
7
10
6
8
437
445
4
4
5
5
3
5
6
9
10
6
9
9
25
5
7
13
4
4
3
22
29
32
44
4
51
54
3
72
77
2
6
8
10
2
3
17
20
3
29
31
33
2
3
38
47
53
3
4
8
11
12
7
4
7
2
2
17
8
7
4
4
4
3
3
4
6
6
3
24
27
2
33
2
60
5
4
6
2
2
4
3
3
11
3
17
20
144
3
3
3
2
2
4
4
3
3
3
3
2
19
165
170
172
2
2
185
198
2
201
2
215
2
8
7
12
232
2
2
2
3
240
688
2
2
2
695
3
699
704
3
2
716
3
9
7
6
7
5
24
5
4
35
14
3
5
8
33
43
4
2
3
2
7
18
23
25
27
2
49
4
3
6
58
2
4
3
4
8
9
10
6
2
4
8
20
27
90
5
3
2
103
106
828
848
858
860
862
864
2
872
877
880
883
894
900
905
4
4
6
3
8
924
943
3
3
2
2
1016
3
4
2
5
2543
8
7
14
4
6
6
5
5
11
2
17
3
2
24
2
3
3
6
5
2
8
41
45
9
7
6
15
3
11
5
3
7
5
4
17
4
2
3
9
21
4
3
3
2
37
4
5
6
4
5
6
10
17
2
2
2
7
3
4
3
2
15
8
4
6
8
21
2
4
2
2
8
12
15
24
26
3
5
5
2
3
4
2
9
11
2
18
2
2
68
79
4
88
2
4
3
5
7
136
140
2
145
147
150
3
206
2753
3
6
7
7
17
4
7
10
6
12
4
7
10
14
18
26
29
4
4
5
39
56
62
4
2
10
12
14
20
24
2
27
2
30
33
41
50
53
66
3
71
2
2
76
2
3
2
4
86
4
2
2
4
6
2
7
13
111
2875
2879
2884
2888
2893
2903
2906
2
2
2910
2927
3
6
6
3
3034
2
2
3
3
3046
3052
3059
3063
3065
2
2
3069
2
2
3073
2
3083
3104
12
4
3
5
2
2
12
57072
3
3
2
6
6
4
5
3
12
15
22
3
3
2
4
6
7
14
15
6
3
6
2
4
4
2
4
3
3
5
11
13
11
9
9
21
27
39
4
4
5
5
5
7
24
39
4
8
4
4
4
10
6
4
3
4
3
10
5
5
28
3
89
104
3
110
114
5
3
19
2
23
6
2
5
36
6
46
52
57
2
2
61
2
66
70
77
3
2
6
3
6
3
7
5
6
10
6
3
5
6
4
5
28
37
4
43
4
49
4
8
7
10
2
5
5
6
10
7
5
19
3
3
6
4
3
13
7
9
9
14
9
24
32
10
5
5
20
35
3
2
6
13
17
2
20
30
2
2
37
2
2
2
4
7
2
5
11
3
2
64
66
4
2
2
3
3
77
87
3
2
113
3
3
4
4
5
4
2
14
129
135
137
2
3
146
5
3
6
5
7
161
2
6
9
10
6
3
3
7
21
29
6
6
8
6
11
3
5
4
24
4
33
2
2
3
2
3
4
13
15
2
3
4
3
6
4
41
2
46
53
57
3
3
2
2
4
3
8
7
7
6
20
15
3
7
10
4
4
4
2
3
2
4
2
28
30
2
33
3
6
8
47
53
55
61
2
127
2
2
5
6
4
7
3
145
149
153
157
2
6
3
2
2
2
10
2
3
4
4
7
2
4
6
3
3
12
190
202
368
372
3
4
6
2
4
4
6
3
17
3
4
3
4
8
8
15
22
4
2
5
3
9
10
8
2
26
3
4
5
4
12
40
3
3
6
60
62
3
3
3
3
2
463
2
467
478
2
485
490
6
498
506
2
7
5
4
13
5
2
9
9
5
7
5
3
5
9
3
3
3
6
3
2
21
5
2
4
2
2
2
9
36
2
41
59
3
2
67
2
4
6
7
7
12
6
13
18
4
2
7
3
12
29
5
4
9
9
15
6
4
7
3
5
3
7
5
30
36
45
4
2
2
6
9
12
3
23
4
6
9
6
9
7
8
8
6
7
4
3
8
19
4
3
5
3
2
4
2
3
5
3
5
7
2
14
52
57
2
61
64
3
94
2
4
9
13
17
11
16
20
4
3
5
11
3
4
4
10
12
5
9
7
15
27
3
8
3
12
6
3
16
4
5
7
2
2
2
14
3
2
20
3
5
6
3
5
2
33
39
3
49
3
3
63
4
3
3
6
2
4
3
3
2
6
3
5
2
7
8
7
17
4
19
2
2
7
9
14
16
18
20
4
26
33
35
2
45
2
2
57
63
2
138
140
3
2
147
150
2
156
2
2
178
182
2
3
3
3
2
7
3
196
199
2
5
7
9
4
14
2
10
2
13
328
334
3
4
4
2
2
5
3
11
3
5
4
5
6
7
16
23
7
4
6
2
4
5
3
2
4
3
3
2
7
3
7
4
5
3
3
4
3
4
9
25
5
17
20
2
2
2
25
3
4
3
6
2
7
7
10
7
12
15
7
4
27
5
38
2
13
18
4
3
3
3
2
2
30
35
2
40
3
5
2
49
3
5
6
12
4
7
4
8
19
22
3
6
30
4
2
7
3
11
6
5
7
9
15
10
19
8
11
3
33
3
3
8
6
5
6
8
7
6
4
6
8
17
20
42
4
3
2
3
2
6
6
5
3
8
9
5
8
7
10
33
13
23
28
7
18
4
7
9
7
12
5
16
6
7
13
34
9
21
5
29
4
42
89
99
4
6
2
12
2
16
2
26
32
42
3
47
3
2
55
60
6
3
9
4
2
4
13
2
79
81
90
2
2
4
3
5
101
2
8
4
4
8
8
19
3
5
2
8
12
19
3
3
28
2
3
3
3
144
2
151
153
160
2
163
165
3
4
175
3
3
180
194
2
5
3
4
6
2
13
2
2
2
2
214
3
5
5
224
226
238
247
258
262
269
271
2
2
2
3
5
5
4
2
4
8
11
2
5
6
4
4
11
6
4
10
32
5
8
6
2
2
17
2
3
22
5
29
34
2
39
41
5
6
5
4
3
3
3
9
3
2
3
6
19
2
23
25
72
2
75
77
81
382
392
398
2
401
2
413
415
2
2
2
428
437
439
444
5
8
10
8
12
10
6
5
25
28
8
15
4
25
2
28
3
3
2
2
37
39
46
48
501
2
4
8
6
4
10
2
2
5
12
3
3
6
4
6
2
25
28
32
2
540
544
3
2
550
556
3
4
3
2
2
2
3
4
5
9
2
6
10
7
13
2
4
2
6
7
8
12
7
7
13
19
22
4
31
5
4
8
10
12
2
2
2
5
3
3
26
5
10
12
7
11
5
5
3
3
7
5
9
17
38
2
4
2
16
3
4
4
4
6
2
10
5
2
2
7
3
46
51
2
4
62
66
4
2
5
109
2
2
2
2
2
4
2
2
9
8
6
8
6
4
8
2
4
2
4
6
4
6
2
22
26
2
31
3
3
37
47
5
4
2
3
181
184
2
2
2
2
190
2
2
217
223
227
246
3
4
5
6
4
4
5
5
7
7
7
3
14
20
25
3
3
2
31
9
13
19
10
6
18
7
9
4
8
5
5
6
7
6
62
5
3
32
6
6
6
54
57
8
4
69
80
89
103
107
4
7
11
17
21
2
4
6
5
33
40
42
2
51
54
3
58
4
2
3
3
5
6
5
4
2
5
11
2
5
7
8
6
10
12
5
14
4
14
19
9
13
6
11
29
5
3
14
31
34
42
70
6
4
2
5
2
2
11
16
31
4
8
7
11
4
8
11
6
28
4
14
17
26
28
2
33
35
2
75
2
79
2
4
3
2
95
3
2
6
8
4
3
4
3
4
7
13
3
2
3
6
23
27
4
5
10
14
12
7
20
32
5
7
3
10
18
4
27
5
3
4
45
5
52
67
4
2
22
30
4
3
5
46
2
2
2
2
56
2
4
5
4
2
2
8
2
76
3
2
2
4
4
3
3
6
2
2
2
6
2
4
2
2
6
7
5
23
2
2
35
137
271
284
292
2
2
296
298
5
8
7
7
5
4
5
5
5
3
5
4
29
2
11
22
3
3
35
40
43
47
4
6
5
7
3
3
61
362
365
2
375
2
2
389
396
2
487
2
492
2
3
499
5
2
2
3
6
7
4
6
5
9
7
7
2
6
8
17
40
4
6
10
4
5
4
18
3
5
2
11
3
5
22
2
4
2
31
2
2
2
5
3
6
89
2
592
601
2
606
2
618
2
622
2
641
3
2
5
4
9
6
3
3
5
3
4
3
6
33
681
2
3
688
2
691
2
4
3
3
700
747
3
2
2
1557
3
1563
2
1568
1570
1583
2
2
3
2
2
8
9
10
7
5
5
3
3
3
6
3
15
2
19
25
30
4
7
7
3
2
8
45
50
52
2
58
1652
1659
1665
4
6
6
4
6
8
10
1740
8
9
4
13
5
20
2
6
11
13
2
4
3
2
6
2
23
4
4
10
17
4
6
2
17
4
7
7
4
6
13
19
5
3
9
13
24
50
78
5
6
3
10
15
10
4
9
14
4
28
4
5
4
4
12
6
8
7
11
5
4
36
3
5
7
2
4
3
8
5
8
4
3
3
10
2
2
2
6
4
11
6
4
3
5
15
18
3
6
6
6
7
10
19
27
12
8
6
7
9
38
4
22
5
5
6
3
44
4
3
6
6
58
69
5
4
8
7
10
96
99
4
4
6
7
122
6
7
4
4
2
7
5
3
6
14
3
5
7
14
2
24
2
3
40
2
44
46
48
52
60
64
2
4
4
3
7
7
10
12
6
18
2
9
13
16
20
4
30
36
6
7
10
4
2
121
124
8
14
6
16
26
8
9
6
7
14
4
4
41
4
47
4
54
58
4
7
11
19
2
4
3
4
29
3
3
7
7
2
6
11
15
55
2
59
2
2
2
66
72
78
80
82
88
2
92
3
99
106
2
109
111
2
117
4
5
3
3
254
258
2
265
268
3
4
4
2
5
6
6
5
5
8
5
7
9
9
15
5
8
15
24
2
2
37
2
47
4
3
56
2
2
329
332
3
2
2
2
6
347
2
8
5
3
4
9
6
4
17
5
14
33
3
38
3
5
3
3
4
4
8
8
4
7
10
12
5
9
25
8
11
6
18
55
5
9
5
6
25
42
62
2
2
6
10
23
2
30
2
4
3
2
4
3
10
46
48
58
4
5
3
6
72
2
77
2
80
3
