p,E[N],E[T]

0.01,0.061120805369127514,4.052919227836742
0.02,0.12425167785234899,4.116587233854836
0.03,0.1870268456375839,4.176761898256459
0.04,0.2495268456375839,4.249323908718227
0.05,0.31883221476510065,4.315970292177713
0.060000000000000005,0.38645637583892617,4.378781293690731
0.07,0.45941275167785234,4.45516005338047
0.08,0.5254228187919463,4.525832984110974
0.09,0.5966476510067114,4.601409863671378
0.09999999999999999,0.670996644295302,4.66995265569688
0.10999999999999999,0.7443456375838926,4.750160444233972
0.11999999999999998,0.8220704697986577,4.833484649848653
0.12999999999999998,0.892479865771812,4.9030206083076076
0.13999999999999999,0.9675503355704698,4.9843311006773545
0.15,1.0465671140939596,5.071489112570719
0.16,1.1221744966442952,5.1615692107464906
0.17,1.20294966442953,5.239099688296301
0.18000000000000002,1.2756174496644295,5.3155577347973075
0.19000000000000003,1.361748322147651,5.41470982655235
0.20000000000000004,1.4371979865771811,5.515969409789845
0.21000000000000005,1.5341275167785235,5.635749369193418
0.22000000000000006,1.6156174496644296,5.747773438567934
0.23000000000000007,1.7030436241610738,5.859520535533455
0.24000000000000007,1.785765100671141,5.956258598163995
0.25000000000000006,1.8848993288590603,6.111358819684542
0.26000000000000006,1.980748322147651,6.252666444509551
0.2700000000000001,2.0744093959731544,6.3891666099116895
0.2800000000000001,2.171963087248322,6.534051452657418
0.2900000000000001,2.2637080536912753,6.664271109676272
0.3000000000000001,2.3873557046979865,6.858323688685042
0.3100000000000001,2.4867013422818793,7.01919856748778
0.3200000000000001,2.6069161073825504,7.211958155325932
0.3300000000000001,2.7441845637583895,7.449332959135603
0.34000000000000014,2.8713691275167785,7.648595322062686
0.35000000000000014,3.0259127516778523,7.945511634107388
0.36000000000000015,3.208748322147651,8.283726782788994
0.37000000000000016,3.368218120805369,8.573392807749219
0.38000000000000017,3.516312080536913,8.81917930613668
0.3900000000000002,3.800187919463087,9.350149159208707
0.4000000000000002,4.03318456375839,9.795088764406234
0.4100000000000002,4.322630872483222,10.373500169439929
0.4200000000000002,4.72096644295302,11.127988436099228
0.4300000000000002,5.228268456375839,12.122672951483121
0.4400000000000002,5.992181208053691,13.692806373032317
0.45000000000000023,6.755815436241611,15.132020897122333
0.46000000000000024,8.045557046979866,17.707895653046695
0.47000000000000025,10.438744966442952,22.49216957987858
0.48000000000000026,15.121342281879194,32.27149136323088
0.49000000000000027,23.32937919463087,48.11739197718869
0.5000000000000002,187.61453355704697,364.75988163179034
