Response Time
11
3
5
9
4
36
705
2
717
773
777
4
3
2
2
788
3
2
2
2
2
10
2
4
6
5
5
4
2
3
3
2
8
2
2
15
2
21
29
31
42
2
6
9
3
3
4
17
55
8
3
5
2
2
3
8
2
2
4
3
2
18
2
8
7
32
3
5
2
5
2
13
2
2
2
6
2
50
3
2
55
5
4
2
2
3
3
11
4
2
4
7
3
5
6
4
4
3
36
39
4
104
3
2
7
4
6
5
2
5
5
5
4
2
11
20
6
3
6
9
3
2
9
4
6
13
7
2
23
4
6
41
3
3
70
2
4
8
85
5
4
2
2
2
7
3
2
13
5
5
8
8
2
4
7
10
5
3
7
7
7
7
6
5
3
3
7
4
6
8
3
3
5
4
2
2
5
4
29
2
6
7
5
2
58
7
4
2
4
3
4
2
4
2
4
3
5
4
10
4
5
4
7
2
4
2
2
2
4
14
4
7
3
4
6
3
2
16
3
9
2
24
26
33
3
5
5
2
4
62
4
10
4
2
2
2
6
11
3
3
17
19
4
4
2
2
7
5
2
3
8
14
2
5
3
4
3
3
2
9
2
4
2
4
3
2
9
39
41
134
2
138
142
2
8
4
4
2
3
3
4
3
14
2
6
5
13
4
2
5
3
5
3
2
15
2
45
2
2
2
2
3
5
2
5
6
4
3
2
4
10
2
2
16
4
2
81
5
5
3
3
2
2
17
2
3
6
2
3
7
15
4
3
4
4
4
3
3
2
2
15
3
3
27
2
5
8
50
2
3
149
6
2
5
6
3
13
6
5
12
3
7
5
4
2
4
2
2
3
5
3
3
3
12
3
5
18
2
2
2
6
3
2
9
2
6
4
3
2
7
3
22
54
6
2
87
3
92
101
4
7
3
3
3
10
2
2
18
2
2
271
273
2
2
2
422
442
2
530
6
545
2
550
2
4
2
4
10
562
569
2
4
5
4
2
5
10
21
23
592
3
5
3
8
2
2
5
5
8
4
3
2
3
3
3
6
4
7
24
2
5
3
11
4
5
4
6
654
4
7
2
5
2
3
3
8
4
3
5
9
676
685
693
5
3
3
4
12
3
4
19
3
4
3
3
3
29
32
4
4
9
2
2
6
8
2
47
736
763
2
2
2
6
3
3
2
773
2
2
862
966
4
3
3
5
1040
2
2
3
12
1836
3
2
6
4
4
3
1850
2
1853
1863
1868
2
3
3
9
2
3
2
1908
10
3
2
3
2
3
15
2
18
21
2
27
3
4
3
11
6
4
7
3
3
3
4
3
4
2
2
3
3
2
9
14
5
3
3
5
3
6
3
2
4
7
2
2
5
11
3
3
2
2
2
2
7
11
14
17
5
3
2
2
2
28
3
3
4
8
6
2
2
5
10
12
16
3
24
3
2
6
35
5
4
10
3
4
2
5
10
2
58
2
93
96
3
2
4
2
3
10
2
112
116
127
160
162
167
2
2
2
2
4
5
3
7
4
3
2
3
9
3
4
13
6
214
3
2150
2
5
2173
2182
3676
3685
4
3
5
5
2
5
4
2
4
2
15
22
2
27
30
3714
3
5
3
2
9
2
14
3793
2
5
2
3799
3802
3
2
4
3811
3
2
3836
3
3889
6
2
4
2
4
2
4
7
2
17
23
26
29
3940
5
4
13
3974
6
4
2
10
3
4
2
2
2
3
3
7
7
11
13
2
23
2
28
2
2
8
3
5
6
11
5
3
9
5
2
4
2
4
2
2
2
